1581,2725
1734,3652
4164,4521
1480,4329
1447,4347
170,3785
3061,4126
2003,4337
453,2953
1060,1867
558,2211
1019,1059
562,3237
213,1015
3098,4181
2608,4358
2294,3712
3094,4175
1870,3076
751,1850
2051,3687
2609,4428
2688,3810
3454,4432
1893,3596
3157,3588
1240,4342
1933,3961
2631,3681
456,902
2490,3094
1536,3312
2533,4156
1814,4424
4388,4715
194,3935
486,4873
3801,3859
2229,4356
158,2605
1767,2231
1005,2967
1107,3120
382,1815
591,4318
1455,3753
1385,1861
438,2550
1269,4489
2665,2749
999,4586
2051,4513
2003,4337
2272,2976
2294,2885
1877,1929
970,3396
4453,4527
1186,3447
1209,2299
346,2365
1291,2688
388,3598
1149,3326
2071,2192
3222,3905
4495,4535
1581,1872
1054,2837
1412,3891
2543,4275
1474,4521
177,1699
998,2313
1484,2327
2702,3828
919,2284
743,4439
338,2331
339,347
169,3515
2051,2794
2562,4300
226,888
703,3664
367,2829
2783,3842
166,2147
1177,3070
1179,2312
687,708
525,4118
4239,4356
591,1690
183,1317
1042,4664
2938,3454
493,3179
195,2241
439,4898
2766,2914
2125,2429
1430,1463
642,1337
1212,2182
1815,4099
718,820
710,4808
1631,3076
2207,4960
226,1760
2160,4257
374,1457
974,992
2017,2965
2849,3743
1687,2134
3467,3850
2010,4134
176,1400
1948,4130
386,4125
172,3867
2754,3744
241,4119
1689,3455
949,2245
714,837
198,651
2062,4112
1368,2049
346,1596
239,4250
4170,4443
2144,2329
838,1413
3454,3563
2496,3627
1484,1795
1224,3593
3532,4299
1933,2092
588,2138
1883,2959
2909,3359
932,1925
661,1473
1597,4526
1397,2671
2528,4358
3038,4621
2028,4882
1783,1980
421,2436
2404,3607
3532,3758
772,1779
1364,2738
461,2014
847,963
1013,1890
1149,4267
2244,4977
4260,4285
2028,2269
673,743
568,2095
388,2332
924,4264
1959,4492
981,3068
2342,3650
749,3518
2140,4288
1149,3310
3884,4482
621,2373
2881,4430
4414,4633
2310,3290
2258,2312
221,239
1194,4089
2679,4417
1018,1129
1265,4619
248,1185
2420,3101
1063,2500
164,4104
1639,3120
903,2224
3792,4236
828,4405
2409,4444
45,2837
1312,2111
847,3509
3967,3978
3852,4274
1250,2048
2843,3487
346,687
1346,1548
350,3315
925,3793
1872,3454
1235,2972
3454,4911
1520,2180
168,372
2030,3853
3594,3682
1368,3384
1458,2803
2394,4333
1853,3923
1158,1706
1068,2256
707,2161
3476,4874
822,1028
1681,3333
1704,1815
196,367
944,2262
666,4593
990,3876
1004,1640
1924,3062
2386,2973
1623,3268
2031,4188
512,4951
806,3610
1563,3961
2712,3366
2043,4596
388,4063
2786,2951
1329,2637
1041,4965
537,2013
394,3801
1607,4279
204,663
2412,4313
1749,2018
1275,1342
404,3365
1493,3094
1734,2024
555,1473
1417,3982
654,1171
2809,3666
2737,4374
1312,2321
4203,4508
1625,3961
1149,1386
1465,2182
1428,3892
1964,3089
743,2404
3924,4517
427,3076
796,1607
1012,3841
588,2974
866,3403
113,1289
2958,3775
95,3643
274,4004
433,3727
2521,3541
2231,2962
708,1872
211,953
1473,2743
3174,3602
2423,2557
163,1320
961,2171
1385,2065
992,4417
1684,2814
377,386
1681,1844
2065,2786
3198,4124
1317,3801
257,3196
493,1781
1269,1578
288,1781
2396,3356
1846,2627
2399,2723
466,1049
217,3458
385,964
3070,3748
1227,4079
536,1660
1856,2819
1543,4778
3034,3850
2150,4186
1457,4060
3259,3628
2134,3532
1363,4911
133,514
2689,2914
613,3315
1713,2542
2421,3021
3889,4492
284,3763
3236,3763
1385,4200
2045,2846
257,4552
3077,4778
757,1463
3555,4882
2050,2342
2618,3121
574,4334
4830,4845
525,1425
2528,4358
385,2379
281,3190
1162,4764
4500,4799
2613,2898
3259,4329
581,2543
1379,2447
2011,2586
690,3602
896,2643
936,3698
118,4521
1367,3090
558,4247
1758,3071
497,2869
755,3523
207,2352
1060,1867
869,3782
1688,4492
4530,4633
1560,1644
964,3255
108,2011
982,3748
238,3684
2499,4424
1260,3469
138,2896
2576,3643
2188,3447
2067,4558
814,2136
2071,2321
169,872
1781,3945
3231,4412
4442,4546
1278,2651
3036,4403
1853,4808
3336,3790
2067,3309
1095,2387
1105,2628
1385,4499
1263,1267
1226,1304
2213,3218
888,3867
3365,4880
1244,3471
326,3800
1236,4358
1436,3267
112,4266
2002,3986
655,4313
3325,4416
2131,3207
1512,4001
2711,3365
3664,4764
3363,3787
892,1971
2061,2863
652,3801
260,4975
216,2614
777,2136
226,1925
2960,3784
386,3857
382,1813
1433,2186
515,1789
1922,3294
630,1028
2216,3591
1738,2929
497,3116
184,4574
293,1257
602,1149
2114,4322
3065,3693
3298,4063
1013,4103
577,924
554,4299
2472,4404
1321,1990
1436,3803
1441,2333
745,4017
343,4347
3645,4075
205,646
2244,4630
156,2787
3660,4345
639,894
568,1043
1041,4325
1964,3119
3889,4894
228,2864
2739,4724
1033,3444
710,1240
1906,3097
2426,4526
883,1141
1921,3175
408,888
2439,4480
2611,4610
1471,3378
878,3701
1069,1160
1375,2449
1714,3038
2778,3309
1640,2467
1650,3782
1492,2367
331,2306
2424,4904
1641,1835
1518,1752
650,2860
1928,3860
1317,2442
2049,4055
226,902
2590,3862
268,2128
4013,4155
1540,1963
1212,2111
916,2637
971,3565
204,3213
408,3079
721,2902
1392,1791
939,3497
1028,2552
1892,2488
401,2276
710,2093
548,1224
309,1634
2222,4602
627,2389
3469,4809
390,2445
308,1548
2241,4267
4371,4453
3247,3397
302,3665
1879,3991
3618,3960
276,324
2462,3688
4019,4039
819,1433
347,4295
936,4019
1722,4911
654,885
1604,3625
3791,4128
2502,4778
4026,4403
598,2695
2437,3231
2140,2533
577,833
614,2496
309,1549
1204,2666
1973,4161
1345,2051
3694,4257
943,3293
554,3326
38,54
2592,4380
687,4171
100,3921
2427,4846
872,1050
312,3497
269,2742
1308,4973
470,3062
931,3293
386,697
2121,2617
217,3533
2403,4563
1072,2419
1266,2245
237,2883
2424,3592
1587,3754
310,3447
1663,4606
2974,3586
525,3444
1596,2615
217,4903
51,1931
3876,3892
1452,3373
1862,3848
568,1240
385,767
2236,2440
1948,3586
2941,3483
632,4428
436,1933
719,4001
3405,3551
2373,3063
1535,1926
522,4449
1480,4722
2227,4019
1494,2306
106,4125
1373,3190
2131,3207
579,2022
3748,4295
538,3459
4444,4843
197,1124
1692,3468
672,2529
1410,4320
2447,4315
636,3236
811,4054
226,325
1711,3199
398,1872
347,408
1360,2785
3543,4212
2003,4337
459,4565
4011,4390
3365,3493
2498,4607
4247,4310
637,4488
2182,2533
4527,4881
3527,4483
475,2794
1086,1437
687,2111
2533,2992
677,4151
832,4585
2945,4386
2032,2269
3785,4298
2067,4029
593,3524
1059,4548
2735,4333
217,2719
2047,2122
3721,3859
2656,4054
2084,2320
347,2533
1064,3801
2552,4453
3519,4590
2883,4156
3579,4614
1100,2724
404,3365
222,4565
2227,4699
249,2378
631,4202
782,1079
1932,3222
361,2586
848,4341
569,2033
847,2999
2947,4158
2799,4427
976,1373
645,2947
979,3053
1927,3767
1149,1872
2334,3035
982,3748
2922,4903
2837,4356
1659,2471
3847,4361
26,4891
168,2683
1019,4548
1867,4266
2276,3378
1503,1996
218,3735
1027,2394
1329,3288
2147,4526
826,2347
2953,4591
864,1799
1092,1901
1159,2067
948,3447
931,2047
3689,3801
2147,2808
1712,3326
656,2018
2130,2786
782,1038
1224,3340
2999,4882
150,3927
2778,2843
98,4229
203,3874
1009,1437
1786,1888
3915,4045
2003,4337
3213,4977
3094,4898
226,1196
2561,3878
2880,4484
3092,4285
1104,1478
1558,4190
1717,2546
3380,4606
893,2488
2268,2710
686,1585
2769,3125
3454,3697
1767,3716
490,1085
2668,3120
3435,4271
3777,3856
98,2794
242,2306
2937,3108
312,420
1744,4209
2857,3390
2139,2517
4341,4661
1904,4439
3454,4247
976,1537
2774,4592
1403,1425
436,3892
158,2519
26,4891
4465,4619
2733,3036
2353,4145
593,2472
1783,2266
1987,3304
1966,1970
2797,3510
1626,3650
1711,2592
2730,4520
2064,3129
2224,2679
446,3360
2046,3217
821,857
2382,2860
1250,4710
1427,4308
2778,4049
1262,3401
813,2316
1063,3735
3428,4164
1438,2865
3606,3744
2140,3527
261,408
2372,3749
3454,4911
2193,2655
1661,2525
3021,3298
3500,3925
864,2813
100,2179
745,3491
2541,4233
2786,3457
2148,3423
1500,2394
2751,4318
1783,2293
687,1593
1485,2831
2849,3342
358,2524
3090,3810
1719,4041
2631,4288
237,2743
497,4880
2565,4271
817,2297
902,1826
2483,4203
3495,4739
1694,3132
2400,3342
2293,2778
1645,2050
1581,3960
3072,3728
4250,4293
1351,2663
1879,3485
2063,2399
1645,2134
591,4089
643,1603
1012,1092
1325,1728
2496,4579
1613,2214
2496,3532
2269,3874
554,2100
2930,3330
1254,2666
1080,1224
3243,3989
2786,4655
1610,4295
2299,3735
796,1244
2211,4585
2011,2260
357,4277
2776,4254
1926,3113
3691,3901
2096,3716
1516,3239
1316,2814
1252,2367
1226,4383
3062,4322
703,2465
349,548
1523,4560
1221,3470
1041,4079
604,2053
194,3652
1913,2454
719,3822
3044,4764
1969,3820
564,3532
616,4349
2182,2795
1329,2011
4223,4247
2434,3788
568,2561
1149,4267
2774,2830
453,4269
796,1210
1168,4725
1268,2716
4690,4792
291,1254
483,3539
609,4377
1581,1626
1220,3160
708,1496
150,291
567,2014
4274,4563
166,3888
307,3308
1186,2050
3469,3647
892,3009
3491,3914
791,1267
857,1442
2933,3378
949,2245
791,1263
3079,3515
1765,2230
2776,3999
2340,2389
1060,1867
858,986
256,1688
2051,2306
186,1669
1687,2919
783,2651
2972,3943
864,2227
757,2774
992,2022
225,380
486,1171
3000,4499
3348,3717
264,4429
59,1976
113,680
100,3094
395,470
1427,4513
1641,3109
2462,3540
103,2023
2373,2799
1879,3664
486,2065
2149,3220
1242,4358
403,573
1420,4911
1429,2308
2171,4066
239,2975
2059,2179
288,3719
941,2026
1240,2095
1033,3365
1950,2637
2688,3810
573,4403
1378,4335
1166,1690
1219,2269
246,877
2124,3691
1712,2533
163,692
836,1467
2152,3163
397,4577
1918,2375
1972,3295
2606,3498
2860,4478
1968,4389
2130,4150
2067,4898
2135,2342
234,4518
332,4552
61,2706
253,494
326,2014
512,642
152,1880
1467,4488
1756,1801
494,1848
490,2051
976,2367
611,4074
2784,4513
175,1548
3506,3660
1541,3345
2439,4413
2586,2943
2685,4349
1533,3260
3801,4905
3963,4816
2613,3231
2394,4479
715,2398
409,3172
2592,3801
1932,3870
1907,3935
4950,4956
866,3979
566,2738
4585,4593
186,4397
1391,2361
622,4294
1641,4391
847,2999
3766,4488
1848,1855
979,2347
51,4087
3929,4922
1990,3766
1703,2500
4335,4371
1245,1668
333,4468
217,2814
2430,3814
3893,4058
988,3838
3368,4972
2100,4489
2373,4291
1734,2048
2834,3749
2412,2857
1367,2361
3520,4362
509,4633
1469,3365
2095,2659
2413,3477
557,3391
1349,2439
2122,4357
176,528
51,3165
2209,3848
1475,2374
310,4543
1224,1779
365,4103
2243,4275
997,4213
186,2940
4203,4508
2191,3435
577,4264
544,2357
1422,2852
118,1687
3437,4775
153,1498
3927,4072
509,2914
1302,4333
1540,3837
2394,2852
3706,4334
270,4538
2134,4288
1568,4633
1144,1292
2095,4527
1695,4004
246,511
1436,3398
3144,4096
819,4546
3293,3702
3782,3835
1764,3454
1009,1086
226,3078
133,4475
366,1291
833,924
1856,4067
3686,3807
522,1957
666,1488
757,4816
413,1734
2919,3742
332,3499
1208,2439
3053,3457
3373,4066
687,2656
3068,3703
2549,3753
1602,3859
374,521
623,2803
1537,2831
3586,4125
3593,4214
2003,4337
511,4207
2429,2995
670,2004
1538,3196
376,2533
3951,4432
3365,4972
712,3680
160,3427
1275,2576
555,4752
480,888
1403,1688
1480,2656
2096,2404
1096,3390
2516,2846
1548,2786
408,537
3787,3884
1055,3980
3660,4345
3867,4264
1199,2714
3401,3719
1445,2040
3397,3709
2505,3166
3989,4764
870,3070
1297,3306
847,1275
3860,3891
313,2587
4323,4325
1417,2255
274,490
1929,2394
1659,3848
2481,3719
2283,4334
3622,3698
724,1162
1958,4513
1890,3916
2588,4974
1760,2870
3725,4873
1457,3870
4598,4821
3044,3193
986,3468
661,1166
1218,2265
367,2829
874,1752
1879,2059
2180,2361
2260,2695
414,4563
1781,3238
3469,4809
2713,3756
470,4491
1872,4501
3532,3979
2590,3218
3806,4873
796,1210
2074,3402
1352,3980
673,3115
973,2256
440,4306
1120,1459
1466,4574
2245,3462
883,4260
470,4353
193,3714
18,1050
1786,4764
2927,3326
2266,4049
2224,3317
1346,4503
926,3068
1960,4382
1018,4082
1835,2733
1593,2610
2224,4417
1853,4527
3526,4228
2701,3077
1097,4190
1208,1610
1312,2688
4432,4911
4343,4526
644,2401
113,1289
4481,4682
2294,3666
1345,2784
1426,4633
1639,3832
117,193
136,4247
1521,3055
3429,3969
264,4556
85,2698
977,2854
1682,2367
704,3170
1698,3894
1211,3881
2004,2857
3789,3848
2275,2997
2134,3809
2153,3882
1976,4851
952,3586
1963,3199
806,3873
593,847
1332,1734
3094,4370
2688,3810
2144,4072
3454,3884
2808,4171
556,2807
69,90
1617,4842
193,2204
1634,2409
1456,3859
4439,4616
917,2649
3111,4593
2394,3801
676,4279
2347,3838
3883,3883
1208,2783
988,2173
106,4125
1199,3917
2085,4152
285,1402
3419,3623
1599,1853
2284,3430
2424,3801
1521,3326
2576,2827
347,806
1015,2092
2945,3970
668,4602
1134,3650
1208,4274
2795,4192
666,2870
1904,3989
1945,4722
2454,4526
1428,2739
897,3068
2343,4067
3451,4394
1275,4527
1629,4023
392,4113
707,1400
1835,3567
976,2200
1415,2920
766,2865
1186,1193
3454,4247
3131,4247
2967,3270
1846,4460
869,3835
4256,4834
2729,2914
1349,1398
217,2469
3162,3934
3953,4445
256,2180
2099,3892
1055,1501
714,4272
523,1157
408,3454
3149,3431
239,3676
1036,2524
1581,2828
1081,1123
137,2600
2045,2999
2229,4432
2860,3610
644,1085
492,4420
1081,1428
396,2928
1430,2257
1325,2386
497,1884
913,3309
2983,4323
631,3333
1577,3038
1928,4358
696,4404
427,675
1597,2953
1415,2140
1274,1475
1744,4209
502,4526
4858,4893
2505,3468
687,4849
2358,3038
814,4453
3918,4930
237,1176
1579,2474
160,253
218,3735
1771,2564
3829,3957
1244,1377
632,992
1410,3103
626,3780
743,2224
2608,3636
26,2753
408,3806
2592,3199
100,2004
4103,4420
866,976
2020,2224
1407,2074
3919,4310
3257,4247
1174,4816
439,2672
2285,3801
2795,3699
1783,4218
3832,4771
2822,2859
213,1664
348,2726
3295,3467
326,1730
1729,4426
2696,3241
1389,2390
910,3394
3444,3664
818,4167
825,2223
1250,4351
745,1966
2637,3519
187,3077
40,3502
2715,3763
755,1188
1689,4209
98,2844
3455,4388
1079,4542
1341,3965
656,3018
510,3611
1872,2941
874,3141
1776,4112
3365,4972
2832,3241
100,1620
2924,3995
758,2769
872,1942
339,519
2397,4290
833,1581
3731,4296
1436,2966
888,1269
1533,3961
93,2065
486,2346
1763,3731
226,1760
3540,3688
1605,4577
3801,4977
365,1942
397,2490
1753,2792
2639,3973
411,913
1092,1781
1440,1618
780,4898
2241,3193
1723,2266
3793,3893
3756,3762
2550,3989
3111,4045
2681,3844
820,1377
1192,4221
625,847
3689,4600
3299,3789
461,2195
547,1484
3365,4972
697,3586
847,3694
864,1069
581,2224
100,1872
704,1281
1373,1925
2026,4908
376,4606
687,3921
1556,4050
3482,3882
2798,3296
408,1759
2134,4123
1700,4764
100,818
442,2365
514,4099
644,3268
667,2712
1641,4037
530,3006
467,2783
623,2803
2213,3218
1049,3767
2672,3102
4405,4491
853,1180
1618,4585
882,4354
152,4585
3426,3848
1457,4020
2693,3680
3204,3277
2320,2352
1641,4391
3191,4311
486,4633
2157,2718
106,4125
814,2136
2795,3368
1915,2157
1297,1904
1209,2448
2913,3029
707,2742
471,4216
1341,2829
956,1697
311,428
1312,2394
1561,1681
1428,4527
331,1392
494,1372
1442,4067
667,4288
388,471
2273,3674
1229,3460
51,4056
3521,4437
2565,4037
356,3381
3826,4190
754,1152
1060,4266
217,1940
3638,4242
427,3632
2749,2935
687,1928
1546,2562
699,2951
699,902
139,2143
961,1929
4459,4564
1297,4606
2322,4334
294,1450
132,847
900,3469
1872,4084
3030,3788
3993,4174
2439,4411
325,4972
1091,1775
2985,3143
324,1533
2488,2731
1388,2048
347,3326
189,888
3832,3953
1203,1291
3911,4724
247,376
2345,3365
548,4746
1210,4003
763,869
493,4891
1581,3144
2938,4778
1361,3485
1846,2730
2477,3217
869,3835
1291,1957
1268,2542
1436,1949
4275,4630
2717,4125
2321,4382
2441,4630
1324,2375
2783,4372
2050,4579
858,3828
821,3600
1291,3333
638,878
325,4972
973,1215
1049,1892
1872,4166
961,1877
3869,3982
3289,3806
1360,3870
186,1952
688,953
2555,3350
3689,4778
2032,4882
1949,4610
1689,3391
217,2306
2603,3965
1759,3978
501,4239
1641,1835
608,1631
2394,3551
186,2225
320,2292
1069,1913
169,1311
3332,3887
1933,2794
3801,3890
853,4521
3092,4029
702,2591
976,4814
2039,4513
4084,4492
3689,4382
347,2998
4206,4578
883,1588
672,3089
1149,4164
699,3719
2765,3690
2757,4124
1233,3820
51,2786
1204,4291
1325,3295
391,928
3038,4799
180,705
482,3111
186,4448
2399,2602
2706,3820
561,2729
1989,3749
2193,2655
2834,4621
1989,3749
1380,1539
2822,3089
2260,2695
2174,3464
743,3749
836,2766
2973,3850
2306,2667
2640,3004
45,1983
2525,3675
2229,4356
338,3889
404,3365
1429,4004
3023,3197
3079,4606
801,3986
3536,4337
1581,1905
2157,4161
2705,4840
100,687
2444,4310
2352,3410
4,331
1212,1329
2794,3268
651,1815
461,567
2059,2418
3234,3754
1840,2136
656,2257
2656,4097
1715,2224
470,3092
3365,4972
1295,3727
237,660
1767,3246
1308,1804
2576,2641
98,4882
96,2168
3853,4301
641,4171
1015,1937
1042,2409
3454,3699
2365,2800
3326,4816
1410,3837
1027,3345
429,1958
1989,3454
3953,4302
1983,3017
646,4596
1465,1781
732,1669
1583,2997
2122,3315
2563,2642
539,878
1186,3644
429,1275
1623,2659
45,3884
2095,2999
100,119
3642,4060
2768,4229
2757,4414
1519,2639
756,3793
1240,2028
925,4112
1192,2481
1137,3129
1083,3149
2746,3348
787,4550
4076,4130
2604,4326
515,3499
4247,4334
2127,3213
2329,2613
505,2870
1634,3068
1814,2365
2147,3888
643,3842
3152,3544
3457,3987
979,3093
741,1950
317,4672
1025,1799
1614,4152
2166,2902
4,1428
129,3778
777,2306
98,2794
708,4491
2185,4846
1583,2997
840,4162
15,1428
1477,2293
225,1387
137,4518
1658,3892
3457,4489
2367,3355
2398,3804
2057,2768
2323,4084
497,1463
2766,3870
2280,3287
287,2145
573,3263
2187,2794
1010,3183
1581,4103
356,3381
829,4380
2859,3544
1376,3766
2774,4699
275,3352
204,979
524,4251
945,2617
1022,2047
211,3613
932,2608
2521,4972
3610,4821
2426,3023
881,2507
322,2121
1329,3733
980,3207
903,2743
2290,4004
525,3532
3870,4333
814,1840
132,3529
697,952
2656,3147
923,2533
649,3691
1623,2817
2913,3588
3789,4453
287,2108
618,2549
2077,4526
1144,1370
2786,4203
519,718
346,2730
3304,3733
743,4439
209,3264
2613,2898
1845,3453
1838,2974
554,3094
1205,3683
520,999
628,707
423,3301
4295,4353
2522,2966
1835,2739
2086,3221
961,1452
2466,2992
641,1645
2916,3808
961,1452
4540,4776
1467,2643
297,3146
216,3089
2424,4894
137,1668
3304,3813
574,1161
1520,2792
2561,3687
1005,2533
1784,4274
866,2592
2092,3874
819,3544
3675,4064
2458,3199
2281,4079
849,4445
1411,3435
245,2441
94,1156
701,3684
461,1794
204,2400
573,2136
3366,4849
1892,2731
2870,4483
1093,1853
707,4489
1333,2420
193,3038
2400,2849
1095,4285
518,3312
2347,3165
277,1402
1734,3664
1211,4585
2401,3741
2740,3218
1199,1613
2216,2711
745,2215
365,3514
170,4274
702,3891
3414,3696
1083,2778
898,990
693,3150
1547,2679
990,2503
2426,4216
976,1280
2786,4377
447,1996
226,1269
449,2713
677,3337
2353,4145
592,3038
3177,4361
562,3980
1213,2185
3196,3737
2778,3196
667,4203
903,3193
1354,3890
1407,1606
571,4593
949,1266
3196,3485
2186,3544
385,4439
1428,3520
2188,3691
2350,4459
2424,3929
257,2589
322,1845
1498,2292
627,3518
767,2018
589,4303
2303,2937
1521,2695
3788,4466
3033,3135
1277,2362
2068,3422
586,4516
3056,4049
1455,3753
1101,2710
1316,3394
2518,2713
2472,4013
1607,2976
1859,2689
408,4288
1583,2997
401,1061
2849,3272
2407,3798
3342,3799
2013,3143
2189,4079
1963,3070
3190,4379
1618,4778
3860,3951
402,569
627,3740
1970,3094
1781,4029
1144,1940
3762,4972
2255,3924
1185,2778
425,3712
1320,4494
194,1235
1179,2258
1149,3824
1209,4399
3300,3649
2336,3300
3074,4185
2259,2890
1659,4144
302,946
340,1275
745,3993
1303,3567
2224,2679
106,588
2631,2950
589,4189
482,4337
3832,4445
322,945
813,3137
468,1856
2423,2594
1569,2041
2352,3326
1960,3689
3414,3696
2104,3499
1783,4049
1240,3687
590,906
483,3660
2491,3834
2898,3231
798,2409
1662,1989
576,2792
838,3527
1051,4123
4658,4753
2301,2908
2644,3454
3860,4378
2560,3973
1271,1874
161,1475
450,2135
2636,2967
2418,3811
3365,4972
1734,2675
381,1373
1209,3903
2745,3191
2251,2705
2834,3606
207,1069
1128,4145
1216,3691
1052,4544
176,1776
1452,4066
1694,1765
1265,2829
3018,3334
1367,1391
2263,3494
494,4006
3689,4382
1814,2035
1309,1933
1343,1577
211,219
1317,2831
1338,1356
535,2548
2119,3699
972,3063
1403,2446
1324,1918
806,3079
3716,3805
3243,4439
332,2836
1845,2913
1477,2293
1142,1685
2528,4479
223,956
3011,4349
157,639
699,2065
2124,3547
1271,3867
1732,2473
3915,4045
181,1202
2415,2644
1500,1929
2667,2814
319,3356
1761,4290
2533,4400
708,1192
2205,3753
1240,1563
1320,3727
3288,4479
673,2778
486,4530
2321,4358
2278,3798
459,999
4338,4778
986,1780
624,4778
566,2857
1396,4504
1064,3801
611,1291
2591,4560
3587,4738
2015,3811
1072,1645
708,4158
727,2594
1571,3931
691,2557
872,3395
3359,3599
2546,3335
324,3203
3428,4593
667,4508
1382,3814
223,2849
1233,4098
460,4513
396,1239
976,4368
562,3848
2030,3231
1069,1581
860,1887
965,3555
2192,3697
877,4247
2946,3307
2008,4310
821,1928
194,3092
3366,4849
1844,2423
2387,2549
2757,4615
3128,4327
806,2711
323,3805
1230,3359
178,3088
147,2686
133,4551
2188,3199
2828,4327
1610,3806
1592,2014
910,3688
1415,3444
1551,4569
3716,3882
347,2168
3748,3751
2256,3518
1654,3923
982,1412
1055,4250
1178,2715
383,2701
193,1698
3156,3230
848,1558
1909,3217
1825,2805
4927,4970
2866,3887
1648,2063
1413,3330
879,1181
3165,4479
509,3177
1620,3405
1403,4492
893,1892
418,2898
2067,3094
2328,3834
1310,4407
3344,3832
2514,4517
3207,4975
925,3627
4063,4439
494,1002
378,4424
1063,3127
1465,4121
3699,4778
4504,4586
180,3438
1692,4150
1348,3865
3558,4763
1781,3284
3436,3512
2652,3052
4605,4778
693,3090
320,406
2310,2494
1798,3520
1479,2846
195,1171
2270,3408
1124,4302
835,2472
1208,4349
